Dasyprocta ruatanica,,,,,,,,,,,,,,,,,,,
Dasyprocta variegata,,,,,,,,,,,,,,,,,,,
Dasypus hybridus,,,,,,,,,,,,,,,,,,,
Dasypus kappleri,,,,,,,,,,,,,,,,,,,
Dasypus novemcinctus,,,,,,,,,,,,,,,,,,,
Dasypus pilosus,,,,,,,,,,,,,,,,,,,
Dasypus sabanicola,,,,,,,,,,,,,,,,,,,
Dasypus septemcinctus,,,,,,,,,,,,,,,,,,,
Dasypus yepesi,,,,,,,,,,,,,,,,,,,
Dasyuroides byrnei,Dasycercus byrnei,,,,,,,,,,,,,,,,,,
Dasyurus albopunctatus,Satanellus albopunctatus,,,,,,,,,,,,,,,,,,
Dasyurus geoffroii,,,,,,,,,,,,,,,,,,,
Dasyurus hallucatus,Satanellus hallucatus,,,,,,,,,,,,,,,,,,
Dasyurus maculatus,,,,,,,,,,,,,,,,,,,
Dasyurus spartacus,Satanellus spartacus,,,,,,,,,,,,,,,,,,
Dasyurus viverrinus,Didelphis viverrina,Satanellus viverrinus,,,,,,,,,,,,,,,,,
Daubentonia madagascariensis,Sciurus madagascariensis,,,,,,,,,,,,,,,,,,
Delanymys brooksi,,,,,,,,,,,,,,,,,,,
Delomys collinus,,,,,,,,,,,,,,,,,,,
Delomys dorsalis,,,,,,,,,,,,,,,,,,,
Delomys sublineatus,,,,,,,,,,,,,,,,,,,
Delphinapterus leucas,,,,,,,,,,,,,,,,,,,
Delphinus capensis,Delphinus bairdii,Delphinus tropicalis,,,,,,,,,,,,,,,,,
Delphinus delphis,,,,,,,,,,,,,,,,,,,
Deltamys kempi,Akodon kempi,,,,,,,,,,,,,,,,,,
Dendrogale melanura,,,,,,,,,,,,,,,,,,,
Dendrogale murina,,,,,,,,,,,,,,,,,,,
Dendrohyrax arboreus,Hyrax arboreus,,,,,,,,,,,,,,,,,,
Dendrohyrax dorsalis,,,,,,,,,,,,,,,,,,,
Dendrohyrax validus,,,,,,,,,,,,,,,,,,,
Dendrolagus bennettianus,,,,,,,,,,,,,,,,,,,
Dendrolagus dorianus,,,,,,,,,,,,,,,,,,,
Dendrolagus goodfellowi,Dendrolagus buergersi,Dendrolagus shawmayeri,,,,,,,,,,,,,,,,,
Dendrolagus inustus,,,,,,,,,,,,,,,,,,,
Dendrolagus lumholtzi,,,,,,,,,,,,,,,,,,,
Dendrolagus matschiei,,,,,,,,,,,,,,,,,,,
Dendrolagus mayri,,,,,,,,,,,,,,,,,,,
Dendrolagus mbaiso,,,,,,,,,,,,,,,,,,,
Dendrolagus notatus,,,,,,,,,,,,,,,,,,,
Dendrolagus pulcherrimus,,,,,,,,,,,,,,,,,,,
Dendrolagus scottae,,,,,,,,,,,,,,,,,,,
Dendrolagus spadix,,,,,,,,,,,,,,,,,,,
Dendrolagus stellarum,,,,,,,,,,,,,,,,,,,
Dendrolagus ursinus,Dendrolagus leucogenys,,,,,,,,,,,,,,,,,,
Dendromus insignis,,,,,,,,,,,,,,,,,,,
Dendromus kahuziensis,,,,,,,,,,,,,,,,,,,
Dendromus kivu,,,,,,,,,,,,,,,,,,,
Dendromus lachaisei,,,,,,,,,,,,,,,,,,,
Dendromus lovati,,,,,,,,,,,,,,,,,,,
Dendromus melanotis,Dendromus leucostomus,,,,,,,,,,,,,,,,,,
Dendromus mesomelas,Dendromus nyasae,,,,,,,,,,,,,,,,,,
Dendromus messorius,,,,,,,,,,,,,,,,,,,
Dendromus mystacalis,,,,,,,,,,,,,,,,,,,
Dendromus nyikae,,,,,,,,,,,,,,,,,,,
Dendromus oreas,,,,,,,,,,,,,,,,,,,
Dendromus ruppi,,,,,,,,,,,,,,,,,,,
Dendromus vernayi,,,,,,,,,,,,,,,,,,,
Dendroprionomys rousseloti,,,,,,,,,,,,,,,,,,,
Deomys ferrugineus,,,,,,,,,,,,,,,,,,,
Dephomys defua,Dephomys eburneae,,,,,,,,,,,,,,,,,,
Dermanura anderseni,Artibeus anderseni,,,,,,,,,,,,,,,,,,
Dermanura azteca,Artibeus aztecus,Dermanura aztecus,,,,,,,,,,,,,,,,,
Dermanura bogotensis,,,,,,,,,,,,,,,,,,,
Dermanura cinerea,Artibeus cinereus,Dermanura cinereus,,,,,,,,,,,,,,,,,
Dermanura glauca,Artibeus glaucus,Dermanura glaucus ,,,,,,,,,,,,,,,,,
Dermanura gnoma,Artibeus gnomus,Dermanura gnomus,,,,,,,,,,,,,,,,,
Dermanura phaeotis,Artibeus phaeotis,,,,,,,,,,,,,,,,,,
Dermanura rosenbergi,Artibeus rosenbergii,Dermanura rosenbergii,,,,,,,,,,,,,,,,,
Dermanura tolteca,Artibeus toltecus,Dermanura toltecus,,,,,,,,,,,,,,,,,
Dermanura watsoni,Artibeus watsoni,Dermanura incomitata,,,,,,,,,,,,,,,,,
Desmana moschata,,,,,,,,,,,,,,,,,,,
Desmodilliscus braueri,,,,,,,,,,,,,,,,,,,
Desmodillus auricularis,,,,,,,,,,,,,,,,,,,
Desmodus rotundus,,,,,,,,,,,,,,,,,,,
Desmomys harringtoni,,,,,,,,,,,,,,,,,,,
Desmomys yaldeni,,,,,,,,,,,,,,,,,,,
Diaemus youngi,,,,,,,,,,,,,,,,,,,
Dicerorhinus sumatrensis,Rhinoceros sumatrensis,,,,,,,,,,,,,,,,,,
Diceros bicornis,Rhinoceros bicornis,,,,,,,,,,,,,,,,,,
Diclidurus albus,,,,,,,,,,,,,,,,,,,
Diclidurus ingens,,,,,,,,,,,,,,,,,,,
Diclidurus isabella,Depanycteris isabella,Diclidurus isabellus,,,,,,,,,,,,,,,,,
Diclidurus scutatus,,,,,,,,,,,,,,,,,,,
Dicrostonyx groenlandicus,Dicrostonyx kilangmiutak,Dicrostonyx rubricatus,,,,,,,,,,,,,,,,,
Dicrostonyx hudsonius,,,,,,,,,,,,,,,,,,,
Dicrostonyx nelsoni,Dicrostonyx exsul,,,,,,,,,,,,,,,,,,
Dicrostonyx nunatakensis,,,,,,,,,,,,,,,,,,,
Dicrostonyx richardsoni,,,,,,,,,,,,,,,,,,,
Dicrostonyx torquatus,,,,,,,,,,,,,,,,,,,
Dicrostonyx unalascensis,Dicrostonyx groenlandicus subspecies unalascensis,Dicrostonyx stevensoni,,,,,,,,,,,,,,,,,
Dicrostonyx vinogradovi,,,,,,,,,,,,,,,,,,,
Didelphis albiventris,,,,,,,,,,,,,,,,,,,
Didelphis aurita,,,,,,,,,,,,,,,,,,,
Didelphis imperfecta,,,,,,,,,,,,,,,,,,,
Didelphis marsupialis,,,,,,,,,,,,,,,,,,,
Didelphis pernigra,,,,,,,,,,,,,,,,,,,
Didelphis virginiana,,,,,,,,,,,,,,,,,,,
Dinaromys bogdanovi,,,,,,,,,,,,,,,,,,,
Dinomys branickii,,,,,,,,,,,,,,,,,,,
Diomys crumpi,,,,,,,,,,,,,,,,,,,
Diphylla ecaudata,,,,,,,,,,,,,,,,,,,
Diplogale hosei,Hemigalus hosei,,,,,,,,,,,,,,,,,,
Diplomesodon pulchellum,,,,,,,,,,,,,,,,,,,
Diplomys caniceps,,,,,,,,,,,,,,,,,,,
Diplomys labilis,,,,,,,,,,,,,,,,,,,
Diplothrix legata,Diplothrix legatus,,,,,,,,,,,,,,,,,,
Dipodomys agilis,,,,,,,,,,,,,,,,,,,
Dipodomys californicus,,,,,,,,,,,,,,,,,,,
Dipodomys compactus,,,,,,,,,,,,,,,,,,,
Dipodomys deserti,,,,,,,,,,,,,,,,,,,
Dipodomys elator,,,,,,,,,,,,,,,,,,,
Dipodomys gravipes,,,,,,,,,,,,,,,,,,,
Dipodomys heermanni,,,,,,,,,,,,,,,,,,,
Dipodomys ingens,,,,,,,,,,,,,,,,,,,
Dipodomys merriami,,,,,,,,,,,,,,,,,,,
Dipodomys microps,,,,,,,,,,,,,,,,,,,
Dipodomys nelsoni,,,,,,,,,,,,,,,,,,,
Dipodomys nitratoides,,,,,,,,,,,,,,,,,,,
Dipodomys ordii,,,,,,,,,,,,,,,,,,,
Dipodomys panamintinus,,,,,,,,,,,,,,,,,,,
Dipodomys phillipsii,,,,,,,,,,,,,,,,,,,
Dipodomys simulans,,,,,,,,,,,,,,,,,,,
Dipodomys spectabilis,,,,,,,,,,,,,,,,,,,
Dipodomys stephensi,,,,,,,,,,,,,,,,,,,
Dipodomys venustus,,,,,,,,,,,,,,,,,,,
Dipus sagitta,,,,,,,,,,,,,,,,,,,
Distoechurus pennatus,Distoechurus amoenus,Distoechurus dryas,Distoechurus neuhassi,,,,,,,,,,,,,,,,
Dobsonia anderseni,,,,,,,,,,,,,,,,,,,
Dobsonia beauforti,,,,,,,,,,,,,,,,,,,
Dobsonia chapmani,,,,,,,,,,,,,,,,,,,
Dobsonia crenulata,,,,,,,,,,,,,,,,,,,
Dobsonia emersa,,,,,,,,,,,,,,,,,,,
Dobsonia exoleta,,,,,,,,,,,,,,,,,,,
Dobsonia inermis,,,,,,,,,,,,,,,,,,,
Dobsonia minor,,,,,,,,,,,,,,,,,,,
Dobsonia moluccensis,,,,,,,,,,,,,,,,,,,
Dobsonia pannietensis,,,,,,,,,,,,,,,,,,,
Dobsonia peronii,Dobsonia peroni,,,,,,,,,,,,,,,,,,
Dobsonia praedatrix,,,,,,,,,,,,,,,,,,,
Dobsonia viridis,,,,,,,,,,,,,,,,,,,
Dolichotis patagonum,Cavia patagonum,,,,,,,,,,,,,,,,,,
Dolichotis salinicola,,,,,,,,,,,,,,,,,,,
Dologale dybowskii,,,,,,,,,,,,,,,,,,,
Dorcatragus megalotis,Oreotragus megalotis,,,,,,,,,,,,,,,,,,
Dorcopsis atrata,,,,,,,,,,,,,,,,,,,
Dorcopsis hageni,,,,,,,,,,,,,,,,,,,
Dorcopsis luctuosa,,,,,,,,,,,,,,,,,,,
Dorcopsis muelleri,,,,,,,,,,,,,,,,,,,
Dorcopsulus macleayi,,,,,,,,,,,,,,,,,,,
Dorcopsulus vanheurni,,,,,,,,,,,,,,,,,,,
Dremomys everetti,,,,,,,,,,,,,,,,,,,
Dremomys gularis,,,,,,,,,,,,,,,,,,,
Dremomys lokriah,,,,,,,,,,,,,,,,,,,
Dremomys pernyi,,,,,,,,,,,,,,,,,,,
Dremomys pyrrhomerus,,,,,,,,,,,,,,,,,,,
Dremomys rufigenis,,,,,,,,,,,,,,,,,,,
Dromiciops gliroides,Dromiciops australis,,,,,,,,,,,,,,,,,,
Dryomys laniger,,,,,,,,,,,,,,,,,,,
Dryomys niethammeri,,,,,,,,,,,,,,,,,,,
Dryomys nitedula,,,,,,,,,,,,,,,,,,,
Dugong dugon,,,,,,,,,,,,,,,,,,,
Dusicyon australis,Canis australis,,,,,,,,,,,,,,,,,,
Dusicyon avus,,,,,,,,,,,,,,,,,,,
Dyacopterus brooksi,,,,,,,,,,,,,,,,,,,
Dyacopterus spadiceus,,,,,,,,,,,,,,,,,,,
Dymecodon pilirostris,Urotrichus pilirostris,,,,,,,,,,,,,,,,,,
Echimys chrysurus,,,,,,,,,,,,,,,,,,,
Echimys saturnus,,,,,,,,,,,,,,,,,,,
Echimys vieirai,,,,,,,,,,,,,,,,,,,
Echinops telfairi,,,,,,,,,,,,,,,,,,,
Echinosorex gymnura,Echinosorex birmanica,Echinosorex borneotica,Echinosorex candida,Echinosorex minor,Echinosorex rafflesii,Viverra gymnura,,,,,,,,,,,,,
Echiothrix centrosa,,,,,,,,,,,,,,,,,,,
Echiothrix leucura,,,,,,,,,,,,,,,,,,,
Echymipera clara,,,,,,,,,,,,,,,,,,,
Echymipera davidi,,,,,,,,,,,,,,,,,,,
Echymipera echinista,,,,,,,,,,,,,,,,,,,
Echymipera kalubu,,,,,,,,,,,,,,,,,,,
Echymipera rufescens,,,,,,,,,,,,,,,,,,,
Ectophylla alba,,,,,,,,,,,,,,,,,,,
Eidolon dupreanum,,,,,,,,,,,,,,,,,,,
Eidolon helvum,Eidolon helvum subspecies sabaeum,Vespertilio vampirus subspecies helvus,,,,,,,,,,,,,,,,,
Eira barbara,Mustela barbara,,,,,,,,,,,,,,,,,,
Elaphodus cephalophus,,,,,,,,,,,,,,,,,,,
Elaphurus davidianus,,,,,,,,,,,,,,,,,,,
Elephantulus brachyrhynchus,Macroscelides brachyrhynchus,,,,,,,,,,,,,,,,,,
Elephantulus edwardii,Elephantulus edwardi,Macroscelides edwardii,,,,,,,,,,,,,,,,,
Elephantulus fuscipes,Macroscelides fuscipes,,,,,,,,,,,,,,,,,,
Elephantulus fuscus,Macroscelides fuscus,,,,,,,,,,,,,,,,,,
Elephantulus intufi,Macroscelides intufi,,,,,,,,,,,,,,,,,,
Elephantulus myurus,,,,,,,,,,,,,,,,,,,
Elephantulus pilicaudus,,,,,,,,,,,,,,,,,,,
Elephantulus revoilii,Elephantulus revoili,Macrocelides revoilii,,,,,,,,,,,,,,,,,
Elephantulus rozeti,Macroscelides rozeti,,,,,,,,,,,,,,,,,,
Elephantulus rufescens,Macroscelides rufescens,,,,,,,,,,,,,,,,,,
Elephantulus rupestris,Macroscelides rupestris,,,,,,,,,,,,,,,,,,
Elephas maximus,,,,,,,,,,,,,,,,,,,
Eligmodontia moreni,,,,,,,,,,,,,,,,,,,
Eligmodontia morgani,,,,,,,,,,,,,,,,,,,
Eligmodontia puerulus,,,,,,,,,,,,,,,,,,,
Eligmodontia typus,,,,,,,,,,,,,,,,,,,
Eliomys melanurus,,,,,,,,,,,,,,,,,,,
Eliomys munbyanus,,,,,,,,,,,,,,,,,,,
Eliomys quercinus,,,,,,,,,,,,,,,,,,,
Eliurus antsingy,,,,,,,,,,,,,,,,,,,
Eliurus carletoni,,,,,,,,,,,,,,,,,,,
Eliurus danieli,,,,,,,,,,,,,,,,,,,
Eliurus ellermani,,,,,,,,,,,,,,,,,,,
Eliurus grandidieri,,,,,,,,,,,,,,,,,,,
Eliurus majori,,,,,,,,,,,,,,,,,,,
Eliurus minor,,,,,,,,,,,,,,,,,,,
Eliurus myoxinus,,,,,,,,,,,,,,,,,,,
Eliurus penicillatus,,,,,,,,,,,,,,,,,,,
Eliurus petteri,,,,,,,,,,,,,,,,,,,
Eliurus tanala,,,,,,,,,,,,,,,,,,,
Eliurus webbi,,,,,,,,,,,,,,,,,,,
Ellobius alaicus,,,,,,,,,,,,,,,,,,,
Ellobius fuscocapillus,,,,,,,,,,,,,,,,,,,
Ellobius lutescens,,,,,,,,,,,,,,,,,,,
Ellobius talpinus,,,,,,,,,,,,,,,,,,,
Ellobius tancrei,Ellobius kastschenkoi,Ellobius ognevi,Ellobius ursulus,,,,,,,,,,,,,,,,
Emballonura alecto,,,,,,,,,,,,,,,,,,,
Emballonura beccarii,Emballonura locusta,,,,,,,,,,,,,,,,,,
Emballonura dianae,,,,,,,,,,,,,,,,,,,
Emballonura furax,,,,,,,,,,,,,,,,,,,
Emballonura monticola,,,,,,,,,,,,,,,,,,,
Emballonura raffrayana,,,,,,,,,,,,,,,,,,,
Emballonura semicaudata,,,,,,,,,,,,,,,,,,,
Emballonura serii,,,,,,,,,,,,,,,,,,,
Enchisthenes hartii,Artibeus hartii,,,,,,,,,,,,,,,,,,
Enhydra lutris,Mustela lutra,,,,,,,,,,,,,,,,,,
Eoglaucomys fimbriatus,Hylopetes baberi,Hylopetes fimbriatus,Sciuropterus fimbriata,Sciuropterus fimbriatus,,,,,,,,,,,,,,,
Eolagurus luteus,Eolagurus praeluteus,Eolagurus volgensis,Eolaurus gromovi,,,,,,,,,,,,,,,,
Eolagurus przewalskii,,,,,,,,,,,,,,,,,,,
Eonycteris major,,,,,,,,,,,,,,,,,,,
Eonycteris robusta,,,,,,,,,,,,,,,,,,,
Eonycteris spelaea,Eonycteris bernsteini,Eonycteris spelaea subspecies glandifera,Eonycteris spelaea subspecies rosenbergii,Eonycteris spelaea subspecies winnyae,Macroglossus spelaeus,,,,,,,,,,,,,,
Eospalax fontanierii,Myospalax fontanierii,,,,,,,,,,,,,,,,,,
Eospalax rothschildi,Myospalax rothschildi,,,,,,,,,,,,,,,,,,
Eospalax smithii,Myospalax smithii,,,,,,,,,,,,,,,,,,
Eothenomys cachinus,Eothenomys confinii,,,,,,,,,,,,,,,,,,
Eothenomys chinensis,,,,,,,,,,,,,,,,,,,
Eothenomys custos,,,,,,,,,,,,,,,,,,,
Eothenomys melanogaster,,,,,,,,,,,,,,,,,,,
Eothenomys miletus,,,,,,,,,,,,,,,,,,,
Eothenomys olitor,,,,,,,,,,,,,,,,,,,
Eothenomys proditor,,,,,,,,,,,,,,,,,,,
Eothenomys wardi,,,,,,,,,,,,,,,,,,,
Eozapus setchuanus,,,,,,,,,,,,,,,,,,,
Episoriculus caudatus,Soriculus caudatus,,,,,,,,,,,,,,,,,,
Episoriculus fumidus,Soriculus fumidus,,,,,,,,,,,,,,,,,,
Episoriculus leucops,Soriculus leucops,,,,,,,,,,,,,,,,,,
Episoriculus macrurus,Sorex macrurus,Soriculus macrurus,,,,,,,,,,,,,,,,,
Epixerus ebii,Epixerus wilsoni,,,,,,,,,,,,,,,,,,
Epomophorus angolensis,,,,,,,,,,,,,,,,,,,
Epomophorus anselli,,,,,,,,,,,,,,,,,,,
Epomophorus crypturus,Epomophorus gambianus subspecies crypturus,,,,,,,,,,,,,,,,,,
Epomophorus gambianus,Epomophorus gambianus subspecies pousarguesi,,,,,,,,,,,,,,,,,,
Epomophorus grandis,,,,,,,,,,,,,,,,,,,
Epomophorus labiatus,Epomophorus anurus,Pteropus labiatus,,,,,,,,,,,,,,,,,
Epomophorus minimus,,,,,,,,,,,,,,,,,,,
Epomophorus minor,Epomophorus pusillus,,,,,,,,,,,,,,,,,,
Epomophorus wahlbergi,,,,,,,,,,,,,,,,,,,
Epomops buettikoferi,,,,,,,,,,,,,,,,,,,
Epomops dobsonii,,,,,,,,,,,,,,,,,,,
Epomops franqueti,Epomophorus franqueti,,,,,,,,,,,,,,,,,,
Eptesicus andinus,,,,,,,,,,,,,,,,,,,
Eptesicus bobrinskoi,,,,,,,,,,,,,,,,,,,
Eptesicus bottae,Eptesicus anatolicus,,,,,,,,,,,,,,,,,,
Eptesicus brasiliensis,,,,,,,,,,,,,,,,,,,
Eptesicus chiriquinus,,,,,,,,,,,,,,,,,,,
Eptesicus diminutus,,,,,,,,,,,,,,,,,,,
Eptesicus dimissus,,,,,,,,,,,,,,,,,,,
Eptesicus floweri,Eptesicus lowei,,,,,,,,,,,,,,,,,,
Eptesicus furinalis,,,,,,,,,,,,,,,,,,,
Eptesicus fuscus,,,,,,,,,,,,,,,,,,,
Eptesicus gobiensis,Eptesicus centralasiaticus,Eptesicus kashgaricus,,,,,,,,,,,,,,,,,
Eptesicus guadeloupensis,,,,,,,,,,,,,,,,,,,
Eptesicus hottentotus,,,,,,,,,,,,,,,,,,,
Eptesicus innoxius,,,,,,,,,,,,,,,,,,,
Eptesicus isabellinus,,,,,,,,,,,,,,,,,,,
Eptesicus japonensis,,,,,,,,,,,,,,,,,,,
Eptesicus kobayashii,,,,,,,,,,,,,,,,,,,
Eptesicus nasutus,Vesperugo nasutus,,,,,,,,,,,,,,,,,,
Eptesicus nilssonii,Eptesicus japonensis,Eptesicus nilssoni,Eptesicus nilssoni,,,,,,,,,,,,,,,,
Eptesicus pachyotis,Vesperugo pachyotis,,,,,,,,,,,,,,,,,,
Eptesicus platyops,,,,,,,,,,,,,,,,,,,
Eptesicus serotinus,Eptesicus isabellinus,,,,,,,,,,,,,,,,,,
Eptesicus taddeii,,,,,,,,,,,,,,,,,,,
Eptesicus tatei,Nycticeius atratus,,,,,,,,,,,,,,,,,,
Equus africanus,,,,,,,,,,,,,,,,,,,
Equus ferus,Equus przewalskii,,,,,,,,,,,,,,,,,,
Equus grevyi,,,,,,,,,,,,,,,,,,,
Equus hemionus,Equus bahram,Equus bedfordi,Equus blanfordi,Equus castaneus,Equus dzigguetai,Equus ferus,Equus finschi,Equus hamar,Equus hemionos,Equus hemippus.,Equus indicus,Equus indicus,Equus khur,Equus kulan,Equus luteus,Equus onager,Equus onager,Equus syriacus,Equus typicus
Equus kiang,Asinus equioides,Asinus hemionus,Asinus kyang,Asinus polydon,Equus equioides,Equus hemionus subspecies kiang,Equus holdereri,Equus kiang subspecies holdereri,Equus kyang,Equus nepalensis,Equus polyodon,Equus tafeli,Equus tafeli,Hemionus kiang,Hemionus nepalensis,Microhippus tafeli,,,
Equus quagga,Equus burchelli,Equus burchellii,,,,,,,,,,,,,,,,,
Equus zebra,,,,,,,,,,,,,,,,,,,
Eremitalpa granti,Chrysochloris granti,,,,,,,,,,,,,,,,,,
Eremodipus lichtensteini,Eremodipus lichtnsteini subspecies balkashensis,Eremodipus lichtnsteini subspecies jaxartensis,,,,,,,,,,,,,,,,,
Eremoryzomys polius,Oryzomys polius,,,,,,,,,,,,,,,,,,
Erethizon dorsatum,Hystrix dorsata,,,,,,,,,,,,,,,,,,
Erignathus barbatus,Phoca barbata,,,,,,,,,,,,,,,,,,
Erinaceus amurensis,Erinaceus chinensis,Erinaceus dealbatus,Erinaceus hanensis,Erinaceus koreanus,Erinaceus koreensis,Erinaceus kreyenbergi,Erinaceus orientalis,Erinaceus tschifuensis,Erinaceus ussuriensis,,,,,,,,,,
Erinaceus concolor,,,,,,,,,,,,,,,,,,,
Erinaceus europaeus,,,,,,,,,,,,,,,,,,,
Erinaceus roumanicus,,,,,,,,,,,,,,,,,,,
Eropeplus canus,,,,,,,,,,,,,,,,,,,
Erophylla bombifrons,,,,,,,,,,,,,,,,,,,
Erophylla sezekorni,,,,,,,,,,,,,,,,,,,
Erythrocebus patas,Simia patas,,,,,,,,,,,,,,,,,,
Eschrichtius robustus,Eschrichtius gibbosus,,,,,,,,,,,,,,,,,,
Eubalaena australis,,,,,,,,,,,,,,,,,,,
Eubalaena glacialis,,,,,,,,,,,,,,,,,,,
Eubalaena japonica,Eubalaena glacialis,,,,,,,,,,,,,,,,,,
Euchoreutes naso,,,,,,,,,,,,,,,,,,,
Euderma maculatum,,,,,,,,,,,,,,,,,,,
Eudiscoderma thongareeae,,,,,,,,,,,,,,,,,,,
Eudiscopus denticulus,,,,,,,,,,,,,,,,,,,
Eudorcas albonotata,Gazella albonotata,Gazella thomsonii subspecies albonotata,,,,,,,,,,,,,,,,,
Eudorcas rufifrons,Gazella rufifrons,,,,,,,,,,,,,,,,,,
Eudorcas rufina,Gazella rufina,,,,,,,,,,,,,,,,,,
Eudorcas thomsonii,Gazella thomsonii,,,,,,,,,,,,,,,,,,
Eudorcas tilonura,Eudorcas rufifrons subspecies tilonura,Gazella rufifrons subspecies tilonura,,,,,,,,,,,,,,,,,
Eulemur albifrons,Eulemur fulvus subspecies albifrons,,,,,,,,,,,,,,,,,,
Eulemur cinereiceps,Eulemur albocollaris,Eulemur albocollaris,Eulemur fulvus subspecies albocollaris,,,,,,,,,,,,,,,,
Eulemur collaris,Eulemur fulvus subspecies collaris,,,,,,,,,,,,,,,,,,
Eulemur coronatus,,,,,,,,,,,,,,,,,,,
Eulemur flavifrons,Eulemur macaco subspecies flavifrons,,,,,,,,,,,,,,,,,,
Eulemur fulvus,Eulemur fulvus subspecies fulvus,Eulemur fulvus subspecies mayottensis,,,,,,,,,,,,,,,,,
Eulemur macaco,Eulemur macaco subspecies macaco,,,,,,,,,,,,,,,,,,
Eulemur mongoz,,,,,,,,,,,,,,,,,,,
Eulemur rubriventer,,,,,,,,,,,,,,,,,,,
Eulemur rufifrons,,,,,,,,,,,,,,,,,,,
Eulemur rufus,Eulemur fulvus subspecies rufus,,,,,,,,,,,,,,,,,,
Eulemur sanfordi,Eulemur fulvus subspecies sanfordi,,,,,,,,,,,,,,,,,,
Eumetopias jubatus,Phoca jubata,,,,,,,,,,,,,,,,,,
Eumops auripendulus,,,,,,,,,,,,,,,,,,,
Eumops bonariensis,,,,,,,,,,,,,,,,,,,
Eumops dabbenei,,,,,,,,,,,,,,,,,,,
Eumops floridanus,,,,,,,,,,,,,,,,,,,
Eumops glaucinus,,,,,,,,,,,,,,,,,,,
Eumops hansae,,,,,,,,,,,,,,,,,,,
Eumops maurus,,,,,,,,,,,,,,,,,,,
Eumops nanus,,,,,,,,,,,,,,,,,,,
Eumops patagonicus,,,,,,,,,,,,,,,,,,,
Eumops perotis,,,,,,,,,,,,,,,,,,,
Eumops trumbulli,,,,,,,,,,,,,,,,,,,
Eumops underwoodi,,,,,,,,,,,,,,,,,,,
Eumops wilsoni,,,,,,,,,,,,,,,,,,,
Euneomys chinchilloides,,,,,,,,,,,,,,,,,,,
Euneomys fossor,,,,,,,,,,,,,,,,,,,
Euneomys mordax,,,,,,,,,,,,,,,,,,,
Euneomys petersoni,,,,,,,,,,,,,,,,,,,
Euoticus elegantulus,Microcebus elegantulus,,,,,,,,,,,,,,,,,,
Euoticus pallidus,Otogale pallida,,,,,,,,,,,,,,,,,,
Eupetaurus cinereus,,,,,,,,,,,,,,,,,,,
Euphractus sexcinctus,,,,,,,,,,,,,,,,,,,
Eupleres goudotii,Eupleres goudotii subspecies goudotti,,,,,,,,,,,,,,,,,,
Eupleres major,Eupleres goudotii subspecies major,,,,,,,,,,,,,,,,,,
Euroscaptor grandis,,,,,,,,,,,,,,,,,,,
Euroscaptor klossi,Euroscaptor malayana,,,,,,,,,,,,,,,,,,
Euroscaptor longirostris,,,,,,,,,,,,,,,,,,,
Euroscaptor micrura,,,,,,,,,,,,,,,,,,,
Euroscaptor mizura,,,,,,,,,,,,,,,,,,,
Euroscaptor parvidens,,,,,,,,,,,,,,,,,,,
Euroscaptor subanura,,,,,,,,,,,,,,,,,,,
Euryoryzomys emmonsae,Oryzomys emmonsae,,,,,,,,,,,,,,,,,,
Euryoryzomys lamia,Oryzomys lamia,,,,,,,,,,,,,,,,,,
Euryoryzomys legatus,Oryzomys legatus,,,,,,,,,,,,,,,,,,
Euryoryzomys macconnelli,Oryzomys macconnelli,,,,,,,,,,,,,,,,,,
Euryoryzomys nitidus,Oryzomys nitidus,,,,,,,,,,,,,,,,,,
Euryoryzomys russatus,Oryzomys intermedia,Oryzomys intermedius,Oryzomys kelloggi,Oryzomys russatus,,,,,,,,,,,,,,,
Euryzygomatomys spinosus,Euryzygomatomys guiara,,,,,,,,,,,,,,,,,,
Eutamias sibiricus,Tamias sibiricus,,,,,,,,,,,,,,,,,,
Exilisciurus concinnus,,,,,,,,,,,,,,,,,,,
Exilisciurus exilis,,,,,,,,,,,,,,,,,,,
Exilisciurus whiteheadi,,,,,,,,,,,,,,,,,,,
Falsistrellus affinis,Pipistrellus affinis,Vesperugo affinis,,,,,,,,,,,,,,,,,
Falsistrellus mackenziei,Pipistrellus mackenziei,,,,,,,,,,,,,,,,,,
Falsistrellus mordax,Pipistrellus mordax,,,,,,,,,,,,,,,,,,
Falsistrellus petersi,Pipistrellus petersi,,,,,,,,,,,,,,,,,,
Falsistrellus tasmaniensis,Pipistrellus tasmaniensis,,,,,,,,,,,,,,,,,,
Felis bieti,Felis silvestris subspecies bieti,,,,,,,,,,,,,,,,,,
Felis chaus,,,,,,,,,,,,,,,,,,,
Felis margarita,,,,,,,,,,,,,,,,,,,
Felis nigripes,,,,,,,,,,,,,,,,,,,
Felis silvestris,,,,,,,,,,,,,,,,,,,
Felovia vae,,,,,,,,,,,,,,,,,,,
Feresa attenuata,,,,,,,,,,,,,,,,,,,
Feroculus feroculus,,,,,,,,,,,,,,,,,,,
Fossa fossana,Viverra fossa,,,,,,,,,,,,,,,,,,
Fukomys anselli,Cryptomys anselli,,,,,,,,,,,,,,,,,,
Fukomys bocagei,Cryptomys bocagei,,,,,,,,,,,,,,,,,,
Fukomys damarensis,Cryptomys damarensis,,,,,,,,,,,,,,,,,,
Fukomys darlingi,Cryptomys darlingi,,,,,,,,,,,,,,,,,,
Fukomys foxi,Cryptomys foxi,,,,,,,,,,,,,,,,,,
